index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
447,cg15009537,0.02664257,5,55475402,PLPP1,PLPP1,8611,"mapped in human, not mapped in mouse",PLPP1_Exon,"Exon (ENST00000307259.9/8611, exon 2 of 6)",13,112851450,Plpp1
448,cg15030317,-0.012323883,3,158234032,RSRC1,RSRC1,51319,conserved gene and region in mouse and human,RSRC1_Intron,"Intron (ENST00000480820.5/51319, intron 4 of 9)",3,67136144,Rsrc1
449,cg15094970,0.004329447,3,181699580,SOX2-OT,SOX2-OT,347689,mapped to different gene in human and mouse,SOX2-OT_Exon,"Exon (ENST00000600801.7/347689, exon 1 of 3)",3,34638340,Sox2
450,cg15168457,0.230283185,12,111516347,ATXN2,ATXN2,6311,conserved gene and region in mouse and human,ATXN2_Exon,"Exon (ENST00000642389.2/6311, exon 10 of 27)",5,121781348,Atxn2
451,cg15171944,0.00085034,7,25949963,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Exon,Promoter (<=1kb),6,51269870,Nfe2l3
452,cg15237969,-0.031452126,2,161356198,PSMD14,PSMD14,10213,"mapped in human, not mapped in mouse",PSMD14_Intron,"Intron (ENST00000409682.8/10213, intron 3 of 11)",2,61751456,Psmd14
453,cg15254020,0.027396999,9,123422950,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832524,Dennd1a
454,cg15298634,-2.91E-05,11,16055889,SOX6,SOX6,55553,conserved gene and region in mouse and human,SOX6_Exon,"Exon (ENST00000316399.10/55553, exon 9 of 15)",7,115550147,Sox6
455,cg15330117,-0.0685643,10,8054706,GATA3,GATA3,2625,conserved gene and region in mouse and human,GATA3_fiveUTR,5' UTR,2,9878571,Gata3
456,cg15340018,0.127472117,16,71756157,AP1G1,AP1G1,164,"mapped in human, not mapped in mouse",AP1G1_threeUTR,3' UTR,8,109843354,Ap1g1
457,cg15343536,0.107842832,1,61152215,NFIA,NFIA,4774,conserved gene and region in mouse and human,NFIA_Intron,"Intron (ENST00000371191.5/4774, intron 2 of 10)",4,97840438,Nfia
458,cg15391310,2.20E-05,8,92169298,RUNX1T1,RUNX1T1,862,conserved gene and region in mouse and human,RUNX1T1_Intergenic_upstream,Distal Intergenic,4,13692994,Runx1t1
459,cg15405572,-0.019221447,12,77830772,NAV3,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,
460,cg15408728,-0.096953158,14,95008596,DICER1,DICER1,23405,conserved gene and region in mouse and human,DICER1_Intergenic_downstream,Distal Intergenic,12,104634980,Dicer1
461,cg15426572,-0.000552955,5,171421174,FGF18,FGF18,8817,conserved gene but different region in human and mouse,FGF18_Intron,"Intron (ENST00000274625.6/8817, intron 2 of 4)",11,33146292,Fgf18
462,cg15437942,0.049477061,9,124018172,LHX2,LHX2,9355,conserved gene and region in mouse and human,LHX2_Intron,"Intron (ENST00000373615.9/9355, intron 3 of 4)",2,38357359,Lhx2
463,cg15471501,0.092334243,20,21103492,LINC00237,KIZ,105372556,"mapped in human, not mapped in mouse",LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146836821,Kiz
464,cg15511156,-0.013374007,14,33566321,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 4 of 10)",12,53837589,Npas3
465,cg15571405,-0.019370151,7,131111408,MKLN1,MKLN1,4289,mapped to different gene in human and mouse,MKLN1_Intron,"Intron (ENST00000421797.6/4289, intron 1 of 18)",6,31221750,Gm13835
466,cg15701287,-0.072684111,17,29081208,MYO18A,MYO18A,399687,conserved gene and region in mouse and human,MYO18A_Intron,"Intron (ENST00000527372.6/399687, intron 41 of 41)",11,77858767,Myo18a
467,cg15726426,0.020989726,1,110674217,KCNA3,KCNA3,3738,"mapped in human, not mapped in mouse",KCNA3_Exon,Promoter (<=1kb),3,107036873,Kcna3
468,cg15746205,-0.051515946,22,29290369,EWSR1,EWSR1,2130,conserved gene but different region in human and mouse,EWSR1_Exon,"Exon (ENST00000483415.5/2130, exon 8 of 8)",11,5080731,Ewsr1
469,cg15804249,0.053462226,15,67595330,MAP2K5,MAP2K5,5607,"mapped in human, not mapped in mouse",MAP2K5_Intron,"Intron (ENST00000178640.10/5607, intron 7 of 21)",9,63327494,Map2k5
470,cg15809488,-0.225806446,3,25428622,RARB,RARB,5915,"mapped in human, not mapped in mouse",RARB_fiveUTR,5' UTR,,,
471,cg15809618,-0.005317382,4,4855709,MSX1,MSX1,4487,conserved gene and region in mouse and human,MSX1_Promoter,Promoter (3-4kb),5,37828136,Msx1
472,cg15813523,-0.00869009,6,15508396,JARID2,JARID2,3720,conserved gene and region in mouse and human,JARID2_Exon,"Exon (ENST00000341776.7/3720, exon 12 of 18)",13,44911222,Jarid2
473,cg15828158,-0.001222767,5,122816986,SNX2,SNX2,6643,"mapped in human, not mapped in mouse",SNX2_threeUTR,3' UTR,18,53210401,Snx2
474,cg15913680,0.026140797,11,72642299,PDE2A,PDE2A,5138,conserved gene but different region in human and mouse,PDE2A_fiveUTR,5' UTR,7,101451428,Gm45837
475,cg15991909,-0.050439903,1,32539339,ZBTB8A,ZBTB8A,653121,conserved gene but different region in human and mouse,ZBTB8A_Intron,"Intron (ENST00000480336.1/653121, intron 6 of 9)",4,129377984,Zbtb8a
476,cg16011662,-0.006363724,10,123305174,BUB3,BUB3,9184,"mapped in human, not mapped in mouse",BUB3_Intergenic_downstream,Distal Intergenic,7,131671919,Fgfr2
477,cg16095149,-0.00199108,21,40846623,DSCAM,DSCAM,1826,conserved gene and region in mouse and human,DSCAM_Exon,Promoter (<=1kb),16,97170238,Dscam
478,cg16100840,0.013465617,10,100707267,PAX2,PAX2,5076,"mapped in human, not mapped in mouse",PAX2_Intergenic_upstream,Distal Intergenic,19,44717587,Pax2
479,cg16118197,0.003204089,16,361668,MRPL28,MRPL28,10573,conserved gene and region in mouse and human,MRPL28_Intergenic_downstream,Distal Intergenic,17,26131192,Axin1
480,cg16154416,-0.002024283,15,79090425,RASGRF1,RASGRF1,5923,"mapped in human, not mapped in mouse",RASGRF1_Exon,Promoter (<=1kb),9,89910070,Rasgrf1
481,cg16159306,-0.036606141,12,76821110,ZDHHC17,ZDHHC17,23390,conserved gene and region in mouse and human,ZDHHC17_threeUTR,3' UTR,10,110962351,Zdhhc17
482,cg16278638,-0.030811809,12,109718594,FAM222A,FAM222A,84915,"mapped in human, not mapped in mouse",FAM222A_Intron,"Intron (ENST00000538780.1/84915, intron 1 of 2)",5,114571712,Fam222a
483,cg16286672,-0.034146123,2,163732790,FIGN,FIGN,55137,"mapped in human, not mapped in mouse",FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64094634,Fign
484,cg16296826,-0.023985575,8,142449388,ADGRB1,ADGRB1,575,conserved gene and region in mouse and human,ADGRB1_Promoter,Promoter (<=1kb),15,74516151,Adgrb1
485,cg16356803,0.122298339,6,6006777,NRN1,NRN1,51299,conserved gene and region in mouse and human,NRN1_fiveUTR,Promoter (<=1kb),13,36734318,Nrn1
486,cg16376499,-0.248883104,5,88666011,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Exon,"Exon (ENST00000500197.6/645323, exon 4 of 4)",13,83739717,Gm6411
487,cg16378867,-0.033135839,2,61538272,XPO1,XPO1,7514,conserved gene but different region in human and mouse,XPO1_fiveUTR,Promoter (<=1kb),11,23256016,Xpo1
488,cg16391501,0.030968394,10,100654689,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44670430,Pax2
489,cg16437032,0.002837008,2,158577295,PKP4,PKP4,8502,conserved gene but different region in human and mouse,PKP4_threeUTR,3' UTR,2,59266412,Pkp4
490,cg16454989,-0.008665484,9,101737926,GRIN3A,GRIN3A,116443,"mapped in human, not mapped in mouse",GRIN3A_Exon,Promoter (<=1kb),,,
491,cg16486681,-0.041432956,1,155005813,ZBTB7B,ZBTB7B,51043,"mapped in human, not mapped in mouse",ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89390174,Zbtb7b
492,cg16542942,0.014174841,2,143842306,LOC101928386,GTDC1,101928386,"mapped in human, not mapped in mouse",LOC101928386_Intergenic_upstream,Distal Intergenic,,,
493,cg16550733,1.61E-05,14,26444770,NOVA1,NOVA1,4857,"mapped in human, not mapped in mouse",NOVA1_threeUTR,3' UTR,,,
494,cg16571746,0.022568122,9,14314661,NFIB,NFIB,4781,"mapped in human, not mapped in mouse",NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",,,
495,cg16582309,0.108058328,16,24214762,PRKCB,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000643927.1/5579, exon 17 of 17)",7,122627760,Prkcb
496,cg16591739,-0.013488214,3,129171214,CNBP,CNBP,7555,conserved gene and region in mouse and human,CNBP_Exon,"Exon (ENST00000502976.5/7555, exon 4 of 5)",6,87845257,Cnbp
497,cg16599143,0.003493221,1,171089531,FMO3,FMO3,2328,"mapped in human, not mapped in mouse",FMO3_Promoter,Promoter (1-2kb),,,
498,cg16624401,-0.025830837,5,149847621,PPARGC1B,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619,Ppargc1b
499,cg16671155,-0.070003096,14,68879077,ACTN1,ACTN1,87,"mapped in human, not mapped in mouse",ACTN1_Intron,"Intron (ENST00000193403.10/87, intron 18 of 20)",12,80170774,Actn1
500,cg16717607,-0.011711195,1,33368598,PHC2,PHC2,1912,"mapped in human, not mapped in mouse",PHC2_Exon,"Exon (ENST00000257118.5/1912, exon 5 of 14)",4,128711081,Phc2
501,cg16745091,0.094461788,2,121418657,CLASP1,CLASP1,23332,conserved gene and region in mouse and human,CLASP1_Exon,"Exon (ENST00000646274.1/23332, exon 22 of 39)",1,118532049,Clasp1
502,cg16756969,-0.008034885,12,113649565,LINC01234,LHX5,100506465,"mapped in human, not mapped in mouse",LINC01234_Intron,"Intron (ENST00000661760.1/100506465, intron 3 of 3)",5,120294608,Rbm19
503,cg16764906,0.020814855,2,171966532,HAT1,HAT1,8520,conserved gene and region in mouse and human,HAT1_Exon,"Exon (ENST00000392584.2/8520, exon 2 of 4)",2,71421334,Hat1
504,cg16848873,-0.018308559,17,48604946,HOXB6,HOXB6,3216,conserved gene and region in mouse and human,HOXB6_fiveUTR,Promoter (<=1kb),11,96292521,Hoxb6
505,cg16853731,-0.005511473,1,38044783,POU3F1,POU3F1,5453,conserved gene and region in mouse and human,POU3F1_threeUTR,3' UTR,4,124659689,Pou3f1
506,cg16867657,0.10393954,6,11044644,ELOVL2-AS1,ELOVL2-AS1,100506409,"mapped in human, not mapped in mouse",ELOVL2-AS1_Exon,"Exon (ENST00000607275.6/100506409, exon 1 of 3)",,,
507,cg16886381,-0.025650263,22,29291488,EWSR1,EWSR1,2130,"mapped in human, not mapped in mouse",EWSR1_Exon,"Exon (ENST00000479135.5/2130, exon 4 of 12)",11,5079595,Ewsr1
508,cg17114460,0.01664183,17,28884283,FLOT2,FLOT2,2319,conserved gene and region in mouse and human,FLOT2_Exon,"Exon (ENST00000394906.6/2319, exon 5 of 13)",11,78054816,Flot2
509,cg17116410,0.058502155,12,54037896,HOXC4,HOXC4,3221,conserved gene but different region in human and mouse,HOXC4_Exon,"Exon (ENST00000507650.1/3221, exon 1 of 3)",15,103018923,Hoxc4
510,cg17139066,-0.087614936,11,15842246,MIR6073,SOX6,102464826,mapped to different gene in human and mouse,MIR6073_Intergenic_downstream,Distal Intergenic,7,115379932,Rpl19-ps10
511,cg17213306,0.009828545,4,148949977,LOC105377480,NR3C2,105377480,"mapped in human, not mapped in mouse",LOC105377480_Promoter,Promoter (7-8kb),8,76378035,Gm7990
512,cg17251355,0.02076741,2,59278032,LINC01793,LINC01122,101927285,mapped to different gene in human and mouse,LINC01793_Exon,"Exon (ENST00000409590.1/101927285, exon 3 of 3)",11,25335677,5730522E02Rik
513,cg17266282,0.003965565,6,111973329,LINC02527,CCN6,105377946,"mapped in human, not mapped in mouse",LINC02527_Intergenic_upstream,Distal Intergenic,,,
514,cg17267107,0.08512332,1,10669966,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148924608,Casz1
515,cg17311369,-0.017594667,7,31362864,NEUROD6,NEUROD6,63974,mapped to different gene in human and mouse,NEUROD6_Intergenic_upstream,Distal Intergenic,6,55704259,Neurod6
516,cg17318138,-0.001754638,20,676643,SCRT2,SCRT2,85508,"mapped in human, not mapped in mouse",SCRT2_Promoter,Promoter (<=1kb),2,152080935,Scrt2
517,cg17356452,9.48E-05,3,141387078,ZBTB38,ZBTB38,253461,"mapped in human, not mapped in mouse",ZBTB38_Exon,"Exon (ENST00000507657.1/253461, exon 4 of 4)",9,96732104,Zbtb38
518,cg17357006,0.015169366,10,112538434,VTI1A,VTI1A,143187,conserved gene but different region in human and mouse,VTI1A_Exon,"Exon (ENST00000496445.5/143187, exon 5 of 5)",19,55391972,Vti1a
519,cg17425418,-0.137266488,10,74975634,KAT6B,KAT6B,23522,conserved gene and region in mouse and human,KAT6B_Exon,"Exon (ENST00000648725.1/23522, exon 8 of 18)",14,21625116,Kat6b
520,cg17437489,-0.073398172,9,125763666,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34355947,Pbx3
521,cg17458251,-0.006390369,14,23068651,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_threeUTR,3' UTR,14,54650867,Acin1
522,cg17504468,-0.004365077,1,243476144,SDCCAG8,SDCCAG8,10806,"mapped in human, not mapped in mouse",SDCCAG8_Exon,"Exon (ENST00000463042.1/10806, exon 3 of 3)",1,176999264,Sdccag8
523,cg17516812,-0.014273643,9,16773158,BNC2,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639,Bnc2
524,cg17604804,-0.043960398,9,95460145,PTCH1,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_Intron,"Intron (ENST00000331920.10/5727, intron 16 of 23)",13,63525486,Ptch1
525,cg17656607,0.015765194,11,117776889,DSCAML1,DSCAML1,57453,conserved gene and region in mouse and human,DSCAML1_Exon,"Exon (ENST00000651296.2/57453, exon 3 of 33)",9,45450529,Dscaml1
526,cg17668518,0.030026861,6,99604583,PRDM13,PRDM13,59336,conserved gene and region in mouse and human,PRDM13_Promoter,Promoter (2-3kb),4,21687960,Prdm13
527,cg17708456,0.055027367,3,169663775,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_fiveUTR,Promoter (<=1kb),3,30509822,Mecom
528,cg17718834,0.032029928,1,10623271,PEX14,PEX14,5195,conserved gene but different region in human and mouse,PEX14_threeUTR,3' UTR,4,148967378,Pex14
529,cg17769560,-0.000220138,18,34223154,NOL4,NOL4,8715,"mapped in human, not mapped in mouse",NOL4_Exon,Promoter (<=1kb),,,
530,cg17776554,0.108330274,16,73048252,ZFHX3,ZFHX3,463,conserved gene but different region in human and mouse,ZFHX3_Intron,"Intron (ENST00000397992.5/463, intron 1 of 8)",8,108714805,Zfhx3
531,cg17783618,0.000174391,6,147868304,SAMD5,SAMD5,389432,conserved gene and region in mouse and human,SAMD5_Intron,"Intron (ENST00000427015.1/ENST00000427015.1, intron 1 of 2)",10,9345766,Gm48750
532,cg17818266,-0.016972799,1,114688723,AMPD1,AMPD1,270,conserved gene and region in mouse and human,AMPD1_Exon,"Exon (ENST00000637080.1/270, exon 2 of 14)",3,103079046,Ampd1
533,cg17819031,0.001732605,3,122926485,SEMA5B,SEMA5B,54437,conserved gene and region in mouse and human,SEMA5B_Exon,"Exon (ENST00000357599.8/54437, exon 9 of 23)",16,35647235,Sema5b
534,cg17829569,0.037276802,X,39514829,LINC01282,LINC01281,101927449,mapped to different gene in human and mouse,LINC01282_Intergenic_upstream,Distal Intergenic,X,11490190,Gm14515
535,cg17856858,-0.057663434,9,89001452,S1PR3,S1PR3,1903,conserved gene and region in mouse and human,S1PR3_Exon,"Exon (ENST00000358157.3/1903, exon 2 of 2)",13,51419039,S1pr3
536,cg17905888,-4.58E-05,2,155727368,LINC01876,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784,Gm13518
537,cg17986111,-0.21436639,2,80303544,CTNNA2,CTNNA2,1496,"mapped in human, not mapped in mouse",CTNNA2_Exon,"Exon (ENST00000417012.5/347730, exon 2 of 3)",6,77243836,Ctnna2
538,cg18024395,-0.003985585,19,49102146,SNRNP70,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151,Snrnp70
539,cg18060631,-0.110467548,2,42051539,PKDCC,PKDCC,91461,conserved gene and region in mouse and human,PKDCC_Intron,"Intron (ENST00000294964.6/91461, intron 1 of 6)",17,83218655,Pkdcc
540,cg18093751,-0.015757366,6,108165979,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583701,Nr2e1
541,cg18094982,0.048230597,12,20695438,SLCO1C1,SLCO1C1,53919,"mapped in human, not mapped in mouse",SLCO1C1_fiveUTR,Promoter (<=1kb),6,141524375,Slco1c1
542,cg18168101,-0.082257755,8,103141399,BAALC-AS2,BAALC,157556,"mapped in human, not mapped in mouse",BAALC-AS2_Promoter,Promoter (<=1kb),,,
543,cg18223258,-0.066451955,5,51399170,ISL1,LOC642366,3670,conserved gene and region in mouse and human,ISL1_Intergenic_downstream,Distal Intergenic,13,116294093,Isl1
544,cg18281552,-0.030558565,5,139668241,CXXC5,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122,Cxxc5
545,cg18304538,0.209153012,5,77852294,TBCA,TBCA,6902,conserved gene and region in mouse and human,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94702400,Gm48316
546,cg18349747,0.021524322,17,7884380,NAA38,CHD3,84316,mapped to different gene in human and mouse,NAA38_Promoter,Promoter (<=1kb),11,69369797,Chd3
547,cg18368305,-0.024403293,12,111453780,ATXN2,ATXN2,6311,conserved gene and region in mouse and human,ATXN2_threeUTR,3' UTR,5,121813449,Atxn2
548,cg18419637,-0.200546657,2,66512232,MEIS1,MEIS1,4211,conserved gene and region in mouse and human,MEIS1_Exon,"Exon (ENST00000272369.14/4211, exon 8 of 13)",11,18941720,Meis1
549,cg18433728,-0.142364205,2,174846961,CHN1,CHN1,1123,conserved gene and region in mouse and human,CHN1_Exon,Promoter (<=1kb),2,73659761,Chn1
550,cg18481180,-0.015343677,1,113963552,HIPK1,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,
551,cg18502834,-0.355206357,8,22692929,EGR3,EGR3,1960,conserved gene but different region in human and mouse,EGR3_Exon,Promoter (<=1kb),14,70077459,Egr3
552,cg18526971,-0.142252854,5,93585447,NR2F1-AS1,NR2F1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Exon,Promoter (<=1kb),13,78198158,Nr2f1
553,cg18535797,0.013694948,11,15507804,LOC102724957,INSC,102724957,mapped to different gene in human and mouse,LOC102724957_Intergenic_upstream,Distal Intergenic,7,115092883,Rpl19-ps10
554,cg18543660,0.047140321,1,90834002,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Intron,"Intron (ENST00000671059.1/105378853, intron 1 of 2)",5,106559736,Gm17304
555,cg18577444,-0.051350887,19,30360436,ZNF536,ZNF536,9745,"mapped in human, not mapped in mouse",ZNF536_Intron,"Intron (ENST00000585628.5/9745, intron 3 of 5)",7,37640569,Zfp536
556,cg18635807,-0.025987816,8,71354785,EYA1,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773,Eya1
557,cg18684142,-0.001517616,17,48605032,HOXB-AS3,HOXB6,404266,mapped to different gene in human and mouse,HOXB-AS3_Intron,"Intron (ENST00000467155.6/404266, intron 2 of 2)",11,96292435,Hoxb6
558,cg18691948,0.05016333,7,8441437,NXPH1,NXPH1,30010,conserved gene and region in mouse and human,NXPH1_Intron,"Intron (ENST00000405863.6/30010, intron 2 of 2)",6,8956158,Nxph1
559,cg18787121,0.058768732,17,48625777,HOXB7,HOXB9,3217,"mapped in human, not mapped in mouse",HOXB7_Exon,"Exon (ENST00000311177.7/3219, exon 1 of 2)",11,96272033,Hoxb9
560,cg18814344,-0.029871407,5,139660961,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",,,
561,cg18894136,-0.0029695,13,109667928,LINC00676,IRS2,101409253,mapped to different gene in human and mouse,LINC00676_Intron,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",8,10924785,Gm45042
562,cg18918349,-0.325181027,6,108165956,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583724,Nr2e1
563,cg18955753,-0.806855502,17,40100679,NR1D1,NR1D1,9572,conserved gene but different region in human and mouse,NR1D1_Promoter,Promoter (<=1kb),11,98775327,Nr1d1
564,cg18961151,-0.032919858,18,47251684,SKOR2,SKOR2,652991,conserved gene and region in mouse and human,SKOR2_Promoter,Promoter (<=1kb),18,76856114,Skor2
565,cg18963985,-0.39825672,18,75210780,TSHZ1,TSHZ1,10194,conserved gene but different region in human and mouse,TSHZ1_fiveUTR,Promoter (<=1kb),18,84086481,Tshz1
566,cg19017031,-0.310875694,17,2049917,MIR132,MIR132,406921,conserved gene but different region in human and mouse,MIR132_Exon,Promoter (<=1kb),11,75173755,Hic1
567,cg19051359,0.028029867,13,54394457,MIR1297,MIR1297,100302187,mapped to different gene in human and mouse,MIR1297_Intergenic_upstream,Distal Intergenic,14,81441366,Cyp2c73-ps
568,cg19054310,-0.021146196,3,169579380,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30416739,Mecom
569,cg19090691,-0.029490256,10,99537359,NKX2-3,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760,Nkx2-3
570,cg19109204,-0.117021611,6,50821677,TFAP2B,TFAP2B,7021,"mapped in human, not mapped in mouse",TFAP2B_Intron,"Intron (ENST00000344788.7/7021, intron 1 of 3)",1,19211946,Tfap2b
571,cg19134574,0.195597876,15,44427655,CTDSPL2,CTDSPL2,51496,conserved gene and region in mouse and human,CTDSPL2_fiveUTR,Promoter (<=1kb),2,121956499,Ctdspl2
572,cg19195912,-0.136313614,2,163944507,FIGN,FIGN,55137,conserved gene but different region in human and mouse,FIGN_Intron,"Intron (ENST00000429636.1/ENST00000429636.1, intron 3 of 4)",2,64326769,Gm13577
573,cg19291010,-0.112876048,1,147612914,BCL9,BCL9,607,conserved gene and region in mouse and human,BCL9_Exon,"Exon (ENST00000234739.8/607, exon 5 of 10)",3,97215396,Bcl9
574,cg19291109,-0.17868243,7,103482241,LOC101927870,RELN,101927870,mapped to different gene in human and mouse,LOC101927870_Exon,"Exon (ENST00000473945.1/5649, exon 4 of 4)",5,21895204,Reln
575,cg19296119,-0.007126386,15,73774908,INSYN1-AS1,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608,Insyn1
576,cg19296935,0.090043244,7,50180223,ZPBP,SPATA48,11055,mapped to different gene in human and mouse,ZPBP_Intergenic_upstream,Distal Intergenic,11,11528304,Spata48
577,cg19319735,0.099561153,7,5423744,TNRC18,TNRC18,84629,conserved gene but different region in human and mouse,TNRC18_Intron,"Intron (ENST00000399434.2/84629, intron 1 of 2)",5,142817572,Tnrc18
578,cg19342019,0.006902503,9,79936513,LINC01507,TLE4,101927477,mapped to different gene in human and mouse,LINC01507_Intergenic_upstream,Distal Intergenic,19,14301374,Gm26993
579,cg19361075,-0.022083948,6,38119581,ZFAND3,ZFAND3,60685,"mapped in human, not mapped in mouse",ZFAND3_Intron,"Intron (ENST00000287218.9/60685, intron 5 of 5)",,,
580,cg19384462,-0.000848333,8,41629387,GPAT4,NKX6-3,137964,"mapped in human, not mapped in mouse",GPAT4_Intergenic_downstream,Distal Intergenic,8,23168942,Gpat4
581,cg19411464,-0.036400136,1,70231873,SRSF11,SRSF11,9295,conserved gene but different region in human and mouse,SRSF11_fiveUTR,5' UTR,3,158023344,Srsf11
582,cg19425332,-0.014870782,10,117139358,VAX1,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294,Vax1
583,cg19513247,-0.246648979,17,44219685,UBTF,UBTF,7343,conserved gene and region in mouse and human,UBTF_fiveUTR,5' UTR,11,102317812,Ubtf
584,cg19561061,-0.000685495,2,44033862,LRPPRC,LRPPRC,10128,conserved gene but different region in human and mouse,LRPPRC_Intergenic_upstream,Distal Intergenic,17,84827404,Gm9400
585,cg19573972,-0.004594839,1,213232174,RPS6KC1,RPS6KC1,26750,"mapped in human, not mapped in mouse",RPS6KC1_Exon,"Exon (ENST00000543354.5/26750, exon 9 of 14)",1,190808963,Rps6kc1
586,cg19584582,-0.165340588,2,176075743,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651275,Evx2
587,cg19591642,-0.148587686,16,24815260,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123186676,Tnrc6a
588,cg19604874,0.20172422,4,30920159,PCDH7,PCDH7,5099,conserved gene but different region in human and mouse,PCDH7_Exon,"Exon (ENST00000511884.6/5099, exon 2 of 3)",5,57913162,Pcdh7
589,cg19614548,0.083899511,9,12775767,LURAP1L-AS1,LURAP1L,101929467,mapped to different gene in human and mouse,LURAP1L-AS1_Exon,"Exon (ENST00000319264.4/286343, exon 1 of 2)",4,80911406,Lurap1l
590,cg19663246,-0.109630883,7,32299483,PDE1C,PDE1C,5137,"mapped in human, not mapped in mouse",PDE1C_Intron,"Intron (ENST00000672256.1/5137, intron 1 of 1)",,,
591,cg19692957,0.016905248,4,146654806,POU4F2,POU4F2,5458,conserved gene and region in mouse and human,POU4F2_Intergenic_downstream,Distal Intergenic,8,78420590,Pou4f2
592,cg19707231,-0.118124274,1,201788630,IPO9-AS1,NAV1,100873949,mapped to different gene in human and mouse,IPO9-AS1_threeUTR,3' UTR,1,135465846,Nav1
593,cg19711579,0.086819319,2,181680835,NEUROD1,NEUROD1,4760,mapped to different gene in human and mouse,NEUROD1_fiveUTR,Promoter (<=1kb),2,79456940,Cerkl
594,cg19756587,0.01070489,9,124658727,MIR181A2HG,NR6A1,100379345,mapped to different gene in human and mouse,MIR181A2HG_Exon,Promoter (<=1kb),2,38823555,Nr6a1
595,cg19812206,0.103233243,16,72902223,ZFHX3,ZFHX3,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000268489.10/463, intron 3 of 9)",8,108846572,Zfhx3
596,cg19854621,-0.02281272,6,24718649,C6orf62,C6orf62,81688,conserved gene and region in mouse and human,C6orf62_Exon,Promoter (<=1kb),13,24803399,BC005537
