index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
451,cg05052242,0.022114964,11,132920729,OPCML,OPCML,4978,"mapped in human, not mapped in mouse",OPCML_Intron,"Intron (ENST00000331898.11/4978, intron 1 of 6)",9,28428758,Opcml
452,cg05401971,0.951121379,11,67250713,KDM2A,KDM2A,22992,"mapped in human, not mapped in mouse",KDM2A_Exon,"Exon (ENST00000529006.7/22992, exon 17 of 21)",19,4324421,Kdm2a
453,cg06059859,-0.290504721,11,13277797,ARNTL,ARNTL,406,conserved gene and region in mouse and human,ARNTL_fiveUTR,Promoter (<=1kb),7,113207518,Arntl
454,cg17718834,0.066655416,1,10623271,PEX14,PEX14,5195,conserved gene but different region in human and mouse,PEX14_threeUTR,3' UTR,4,148967378,Pex14
455,cg18481180,-0.145891777,1,113963552,HIPK1,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,
456,cg18543660,0.00997077,1,90834002,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Intron,"Intron (ENST00000671059.1/105378853, intron 1 of 2)",5,106559736,Gm17304
457,cg19291010,-0.347719188,1,147612914,BCL9,BCL9,607,conserved gene and region in mouse and human,BCL9_Exon,"Exon (ENST00000234739.8/607, exon 5 of 10)",3,97215396,Bcl9
458,cg19411464,-0.004233437,1,70231873,SRSF11,SRSF11,9295,conserved gene but different region in human and mouse,SRSF11_fiveUTR,5' UTR,3,158023344,Srsf11
459,cg00296110,-0.178103835,5,139759648,PSD2-AS1,PSD2,101929696,mapped to different gene in human and mouse,PSD2-AS1_Intergenic_upstream,Distal Intergenic,18,35933702,Psd2
460,cg00422680,-0.001260052,5,171294749,RANBP17,RANBP17,64901,"mapped in human, not mapped in mouse",RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 28 of 29)",,,
461,cg13153497,-0.060454359,6,99349136,FAXC,FAXC,84553,conserved gene and region in mouse and human,FAXC_Exon,Promoter (<=1kb),4,21931799,Faxc
462,cg14116948,-0.031352523,6,44932730,SUPT3H,SUPT3H,8464,"mapped in human, not mapped in mouse",SUPT3H_Exon,"Exon (ENST00000475057.5/8464, exon 10 of 12)",17,45048314,Supt3
463,cg14360110,0.250060265,6,41593678,FOXP4,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872496,Foxp4
464,cg14794469,-0.028079475,6,21598085,SOX4,SOX4,6659,"mapped in human, not mapped in mouse",SOX4_threeUTR,3' UTR,,,
465,cg07900685,0.048824927,2,213056893,IKZF2,IKZF2,22807,conserved gene but different region in human and mouse,IKZF2_threeUTR,3' UTR,1,69577841,Ikzf2
466,cg08396875,-0.139144333,2,224982328,DOCK10,DOCK10,55619,"mapped in human, not mapped in mouse",DOCK10_Exon,"Exon (ENST00000644695.1/55619, exon 1 of 57)",1,80709408,Dock10
467,cg27052685,-0.046864041,2,104052707,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41919060,Gm5267
468,cg27435767,-0.098367103,2,66693638,LINC01798,MEIS1,100507073,mapped to different gene in human and mouse,LINC01798_Intron,"Intron (ENST00000433396.5/100507073, intron 5 of 5)",11,18754542,Gm12024
469,cg25530799,0.001232845,2,144615974,TEX41,TEX41,401014,mapped to different gene in human and mouse,TEX41_Intergenic_upstream,Distal Intergenic,2,45205900,Zeb2
470,cg15301611,0.038017238,6,108114691,OSTM1,OSTM1,28962,conserved gene and region in mouse and human,OSTM1_Intron,"Intron (ENST00000440575.6/28962, intron 2 of 6)",10,42636444,Ostm1
471,cg17783618,0.068498767,6,147868304,SAMD5,SAMD5,389432,conserved gene and region in mouse and human,SAMD5_Intron,"Intron (ENST00000427015.1/ENST00000427015.1, intron 1 of 2)",10,9345766,Gm48750
472,cg17820491,-0.085017091,6,77462515,HTR1B,HTR1B,3351,conserved gene and region in mouse and human,HTR1B_Exon,"Exon (ENST00000369947.4/3351, exon 1 of 1)",9,81631676,Htr1b
473,cg18918349,-0.350811425,6,108165956,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583724,Nr2e1
474,cg19109204,-0.262151629,6,50821677,TFAP2B,TFAP2B,7021,"mapped in human, not mapped in mouse",TFAP2B_Intron,"Intron (ENST00000344788.7/7021, intron 1 of 3)",1,19211946,Tfap2b
475,cg19323953,0.099599113,6,8838794,LOC100506207,HULC,100506207,mapped to different gene in human and mouse,LOC100506207_Exon,"Exon (ENST00000643058.1/100506207, exon 5 of 5)",13,39297245,Slc35b3
476,cg21351544,0.453299203,6,149369995,TAB2,TAB2,23118,conserved gene and region in mouse and human,TAB2_fiveUTR,5' UTR,10,7924788,Tab2
477,cg19051359,0.107015183,13,54394457,MIR1297,MIR1297,100302187,mapped to different gene in human and mouse,MIR1297_Intergenic_upstream,Distal Intergenic,14,81441366,Cyp2c73-ps
478,cg10801485,0.188971473,2,144465934,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000636820.1/9839, intron 1 of 8)",2,45058383,Zeb2
479,cg11355954,0.17845333,2,174081855,OLA1,OLA1,29789,conserved gene and region in mouse and human,OLA1_Intron,"Intron (ENST00000284719.8/29789, intron 8 of 10)",2,73100005,Ola1
480,cg11458204,0.011371505,2,56375774,CCDC85A,CCDC85A,114800,conserved gene and region in mouse and human,CCDC85A_Intron,"Intron (ENST00000607540.1/114800, intron 3 of 3)",11,28396206,Ccdc85a
481,cg12818872,0.550764025,2,43905666,LRPPRC,LRPPRC,10128,"mapped in human, not mapped in mouse",LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716601,Lrpprc
482,cg08026739,-0.024783201,9,107638135,KLF4,KLF4,9314,conserved gene and region in mouse and human,KLF4_Intergenic_upstream,Distal Intergenic,4,55651603,Klf4
483,cg08160490,-0.063817555,9,14087940,NFIB,NFIB,4781,conserved gene and region in mouse and human,NFIB_threeUTR,3' UTR,4,82296436,Nfib
484,cg08538268,0.398301317,9,23765097,ELAVL2,ELAVL2,1993,conserved gene and region in mouse and human,ELAVL2_fiveUTR,5' UTR,4,91311661,Elavl2
485,cg09009312,-0.030226717,9,123654382,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 6 of 17)",2,38023506,Dennd1a
486,cg10013179,-0.061485976,9,107638123,KLF4,KLF4,9314,conserved gene and region in mouse and human,KLF4_Intergenic_upstream,Distal Intergenic,4,55651591,Klf4
487,cg10439738,0.09893867,9,125542176,MAPKAP1,MAPKAP1,79109,conserved gene and region in mouse and human,MAPKAP1_Intron,"Intron (ENST00000373511.6/79109, intron 7 of 10)",2,34535014,Mapkap1
488,cg25073174,0.002404314,7,105639406,ATXN7L1,ATXN7L1,222255,conserved gene and region in mouse and human,ATXN7L1_Intron,"Intron (ENST00000419735.7/222255, intron 6 of 11)",12,33345053,Atxn7l1
489,cg25468783,0.403062633,7,151136533,AGAP3,AGAP3,116988,conserved gene but different region in human and mouse,AGAP3_Exon,"Exon (ENST00000467250.1/116988, exon 2 of 2)",5,24495255,Agap3
490,cg25960060,-0.156249994,7,27156519,HOXA7,HOXA7,3204,conserved gene and region in mouse and human,HOXA7_Exon,Promoter (<=1kb),6,52217379,Hoxa7
491,cg26154615,0.028267114,7,70446597,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,
492,cg26420776,0.100836212,7,1237756,UNCX,UNCX,340260,conserved gene and region in mouse and human,UNCX_Intergenic_downstream,Distal Intergenic,5,139548762,Uncx
493,cg26512254,2.638299422,7,27200144,HOTTIP,HOXA13,100316868,mapped to different gene in human and mouse,HOTTIP_Intron,"Intron (ENST00000421733.1/100316868, intron 1 of 1)",6,52260841,Hoxa13
494,cg26973693,0.193605553,7,1232388,UNCX,UNCX,340260,conserved gene but different region in human and mouse,UNCX_Promoter,Promoter (<=1kb),5,139543500,Uncx
495,cg02040024,0.3319775,8,22691369,EGR3,EGR3,1960,"mapped in human, not mapped in mouse",EGR3_threeUTR,3' UTR,14,70079008,Egr3
496,cg02273345,-0.094024291,8,112408371,CSMD3,CSMD3,114788,conserved gene and region in mouse and human,CSMD3_Exon,"Exon (ENST00000343508.7/114788, exon 35 of 72)",15,47755439,Csmd3
497,cg03513784,-0.015031399,8,25909498,EBF2,PPP2R2A,64641,conserved gene and region in mouse and human,EBF2_Intron,"Intron (ENST00000520164.6/64641, intron 6 of 15)",14,67370756,Ebf2
498,cg09176584,0.01672638,16,73483724,LINC01568,LINC01568,100506172,mapped to different gene in human and mouse,LINC01568_Intron,"Intron (ENST00000641790.1/100506172, intron 2 of 3)",8,108301392,Zfhx3
499,cg09453226,0.011240456,16,74899729,WDR59,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661,Wdr59
500,cg11215098,0.234182825,16,52629817,CASC16,CASC16,643714,mapped to different gene in human and mouse,CASC16_Intron,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",8,90436708,Tox3
501,cg11610869,0.101493014,16,54890798,CRNDE,CRNDE,643911,mapped to different gene in human and mouse,CRNDE_Intron,"Intron (ENST00000613942.2/643911, intron 4 of 5)",8,92335502,Irx5
502,cg11948733,-0.250775578,16,30095371,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_fiveUTR,Promoter (<=1kb),7,126777833,Ypel3
503,cg19663246,-0.237630503,7,32299483,PDE1C,PDE1C,5137,"mapped in human, not mapped in mouse",PDE1C_Intron,"Intron (ENST00000672256.1/5137, intron 1 of 1)",,,
504,cg07499079,0.061774617,18,57486199,ONECUT2,ONECUT2,9480,conserved gene and region in mouse and human,ONECUT2_threeUTR,3' UTR,18,64396092,Onecut2
505,cg08849105,-0.084105504,18,32770558,KLHL14,KLHL14,57565,conserved gene and region in mouse and human,KLHL14_Exon,"Exon (ENST00000359358.9/57565, exon 2 of 9)",18,21652335,Klhl14
506,cg09482204,-0.171227843,18,74651247,ZNF407,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652,Zfp407
507,cg10324939,0.000381435,18,22559629,CTAGE1,CTAGE1,64693,"mapped in human, not mapped in mouse",CTAGE1_Intergenic_upstream,Distal Intergenic,,,
508,cg11803466,-0.591410288,18,48948569,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Intron,"Intron (ENST00000262158.7/4092, intron 1 of 3)",18,75370761,Smad7
509,cg13608832,-0.207064319,18,25231172,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13850635,Zfp521
510,cg01712842,0.396278993,4,112523624,NEUROG2-AS1,NEUROG2,105377372,mapped to different gene in human and mouse,NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127625813,Neurog2
511,cg14991111,0.504276666,7,135394031,CNOT4,CNOT4,4850,conserved gene and region in mouse and human,CNOT4_Exon,"Exon (ENST00000451834.5/4850, exon 10 of 12)",6,35051175,Cnot4
512,cg11488183,-0.237432875,10,51397876,PRKG1,PRKG1,5592,conserved gene and region in mouse and human,PRKG1_Intron,"Intron (ENST00000401604.8/5592, intron 2 of 17)",19,31361298,Prkg1
513,cg11541320,-0.135749846,10,101292826,LINC02681,BTRC,101927419,mapped to different gene in human and mouse,LINC02681_Intergenic_upstream,Distal Intergenic,19,45302372,Btrc
514,cg12314723,-0.16620323,10,101430403,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Exon,"Exon (ENST00000393441.8/8945, exon 2 of 14)",19,45423191,Btrc
515,cg13935553,-0.058574935,12,26120667,BHLHE41,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,
516,cg14237002,-0.622681038,12,69258067,CPSF6,CPSF6,11052,conserved gene but different region in human and mouse,CPSF6_threeUTR,3' UTR,10,117361851,Cpsf6
517,cg06158983,0.153012833,2,50054993,NRXN1,NRXN1,9378,"mapped in human, not mapped in mouse",NRXN1_Exon,"Exon (ENST00000401669.7/9378, exon 20 of 23)",17,90163830,Nrxn1
518,cg14676280,-0.085346039,1,24647108,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346415,Srrm1
519,cg14738500,0.079154474,1,92486763,GFI1,GFI1,2672,conserved gene but different region in human and mouse,GFI1_fiveUTR,Promoter (<=1kb),5,107726684,Gfi1
520,cg14988489,-0.06796279,1,10856467,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intergenic_upstream,Distal Intergenic,4,148753368,Casz1
521,cg15444935,-0.019042973,1,167389738,POU2F1,POU2F1,5451,conserved gene but different region in human and mouse,POU2F1_threeUTR,3' UTR,1,165902162,Pou2f1
522,cg16390944,0.777365974,1,54407686,SSBP3,SSBP3,23648,conserved gene but different region in human and mouse,SSBP3_Intron,"Intron (ENST00000525990.1/23648, intron 1 of 8)",4,106910374,Ssbp3
523,cg16545804,0.000957502,1,38095514,MIR3659,MIR3659,100500801,mapped to different gene in human and mouse,MIR3659_Intron,"Intron (ENST00000432922.5/ENST00000432922.5, intron 1 of 3)",4,124615830,Pou3f1
524,cg22067905,0.465575031,2,43905631,LRPPRC,LRPPRC,10128,conserved gene and region in mouse and human,LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716566,Lrpprc
525,cg22100382,0.038778668,2,147512452,ACVR2A,ACVR2A,92,"mapped in human, not mapped in mouse",ACVR2A_Intergenic_upstream,Distal Intergenic,2,48481565,Gm13472
526,cg22267613,-0.254160748,2,144521227,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,Promoter (<=1kb),2,45114096,Zeb2
527,cg24713486,-0.013519039,4,15008358,C1QTNF7-AS1,CPEB2,101929095,mapped to different gene in human and mouse,C1QTNF7-AS1_Exon,"Exon (ENST00000507071.6/132864, exon 3 of 11)",5,43238395,Cpeb2
528,cg24856447,-0.044223318,12,75848675,PHLDA1,PHLDA1,22822,"mapped in human, not mapped in mouse",PHLDA1_Intron,"Intron (ENST00000552856.1/ENST00000552856.1, intron 1 of 4)",,,
529,cg25034090,-0.198809703,12,49021334,KMT2D,KMT2D,8085,"mapped in human, not mapped in mouse",KMT2D_threeUTR,3' UTR,15,98834070,Kmt2d
530,cg25943666,0.238903185,12,53339083,SP7,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102370930,Sp7
531,cg26653463,-0.088647689,12,23771429,SOX5,SOX5,6660,"mapped in human, not mapped in mouse",SOX5_Intron,"Intron (ENST00000451604.7/6660, intron 3 of 14)",6,144056941,Sox5
532,cg01409964,0.214952074,13,78998527,LINC00331,LINC00331,100874126,"mapped in human, not mapped in mouse",LINC00331_Intergenic_upstream,Distal Intergenic,14,104834630,Gm5671
533,cg23207462,-0.428984257,2,66435465,MEIS1,MEIS1,4211,conserved gene and region in mouse and human,MEIS1_fiveUTR,5' UTR,11,19018633,Meis1
534,cg23627331,0.068874785,2,162188580,FAP,FAP,2191,conserved gene and region in mouse and human,FAP_Intron,"Intron (ENST00000422436.5/2191, intron 6 of 12)",2,62517934,Fap
535,cg24488281,-0.135394455,2,144520539,ZEB2-AS1,ZEB2-AS1,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,"Exon (ENST00000427278.8/100303491, exon 3 of 3)",2,45113399,Zeb2
536,cg25118671,-0.000366098,2,45652096,PRKCE,PRKCE,5581,"mapped in human, not mapped in mouse",PRKCE_fiveUTR,Promoter (<=1kb),17,86168588,Prkce
537,cg26709300,-0.250809378,16,30095361,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_Exon,Promoter (<=1kb),7,126777843,Ypel3
538,cg26922708,0.000730594,16,49416200,C16orf78,C16orf78,123970,conserved gene and region in mouse and human,C16orf78_Intergenic_downstream,Distal Intergenic,8,87602339,4933402J07Rik
539,cg01309159,-0.115502335,3,171066272,TNIK,TNIK,23043,"mapped in human, not mapped in mouse",TNIK_Exon,"Exon (ENST00000436636.7/23043, exon 32 of 33)",3,28666142,Tnik
540,cg04533279,-0.149080119,3,49999414,RBM6,RBM6,10180,conserved gene and region in mouse and human,RBM6_Intron,"Intron (ENST00000442092.5/10180, intron 2 of 16)",9,107833532,Rbm6
541,cg05261703,-0.160870435,3,9434050,SETD5,SETD5,55209,conserved gene but different region in human and mouse,SETD5_threeUTR,3' UTR,6,113110090,Setd5
542,cg12421693,0.06586464,1,216518256,ESRRG,ESRRG,2104,conserved gene and region in mouse and human,ESRRG_Intron,"Intron (ENST00000616180.4/2104, intron 6 of 6)",1,188199743,Esrrg
543,cg12425327,0.163519366,1,62928845,LINC01739,ATG4C,105378769,mapped to different gene in human and mouse,LINC01739_Intergenic_downstream,Distal Intergenic,4,99313628,Gm12689
544,cg04787747,0.395064496,21,33576435,DONSON,DONSON,29980,mapped to different gene in human and mouse,DONSON_threeUTR,3' UTR,16,91678171,Donson
545,cg08909367,0.080621474,21,33096020,OLIG1,OLIG1,116448,conserved gene but different region in human and mouse,OLIG1_Intergenic_downstream,Distal Intergenic,16,91293063,Olig1
546,cg11417778,0.53508254,21,32755277,PAXBP1,PAXBP1,94104,conserved gene and region in mouse and human,PAXBP1_Exon,"Exon (ENST00000331923.9/94104, exon 8 of 18)",16,91030480,Paxbp1
547,cg01061575,0.225290178,22,44702487,PRR5-ARHGAP8,PRR5-ARHGAP8,553158,mapped to different gene in human and mouse,PRR5-ARHGAP8_fiveUTR,Promoter (<=1kb),15,84681195,Prr5
548,cg01594275,0.902701811,22,41160539,EP300,EP300,2033,conserved gene and region in mouse and human,EP300_Intron,"Intron (ENST00000263253.9/2033, intron 19 of 30)",15,81633901,Ep300
549,cg02042055,-0.015263782,22,36702522,CACNG2,CACNG2,10369,conserved gene and region in mouse and human,CACNG2_Exon,"Exon (ENST00000300105.6/10369, exon 1 of 4)",15,78118837,Cacng2
550,cg01063757,-0.065475822,10,113119965,TCF7L2,TCF7L2,6934,conserved gene and region in mouse and human,TCF7L2_Intron,"Intron (ENST00000627217.3/6934, intron 5 of 13)",19,55888866,Tcf7l2
551,cg01429475,0.713265653,10,101451718,BTRC,BTRC,8945,conserved gene but different region in human and mouse,BTRC_Intron,"Intron (ENST00000393441.8/8945, intron 2 of 13)",19,45446662,Btrc
552,cg01990759,-0.020936714,10,72088232,SPOCK2,ANAPC16,9806,conserved gene and region in mouse and human,SPOCK2_Exon,Promoter (<=1kb),10,60106563,Spock2
553,cg21871906,-0.100297555,3,169241235,MECOM,MECOM,2122,"mapped in human, not mapped in mouse",MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 2 of 16)",,,
554,cg22057106,-0.21001078,3,114484274,ZBTB20-AS5,ZBTB20,101929754,"mapped in human, not mapped in mouse",ZBTB20-AS5_Intron,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",16,43478362,Zbtb20
555,cg06250511,0.030755572,8,125219571,NSMCE2,NSMCE2,286053,"mapped in human, not mapped in mouse",NSMCE2_Intron,"Intron (ENST00000517532.5/286053, intron 5 of 6)",,,
556,cg06878766,0.72576751,8,56210721,PLAG1,PLAG1,5324,conserved gene and region in mouse and human,PLAG1_Promoter,Promoter (<=1kb),4,3937818,Plag1
557,cg04368876,0.199793841,10,96833840,LCOR,LCOR,84458,mapped to different gene in human and mouse,LCOR_Intron,"Intron (ENST00000371103.8/84458, intron 2 of 7)",19,41483958,Lcor
558,cg04706544,0.133010484,10,49396706,DRGX,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32598755,Prrxl1
559,cg05801021,0.079315246,10,49396212,DRGX,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32599268,Prrxl1
560,cg06571003,-0.459966935,10,100655668,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44671278,Pax2
561,cg24952195,0.388654918,3,18356048,SATB1,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51746925,Satb1
562,cg27208811,-0.0038953,3,114455346,ZBTB20-AS5,ZBTB20,101929754,mapped to different gene in human and mouse,ZBTB20-AS5_Intron,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",16,43502986,Zbtb20
563,cg18024395,-0.496418442,19,49102146,SNRNP70,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151,Snrnp70
564,cg05736341,0.082337273,3,18370871,SATB1,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51761470,Satb1
565,cg05844902,-0.184806277,3,143848183,SLC9A9,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200,Slc9a9
566,cg00817637,-0.102153608,5,77844514,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94710253,Gm48316
567,cg00900456,-0.196112022,5,135031343,PITX1,PITX1,5307,conserved gene and region in mouse and human,PITX1_Exon,"Exon (ENST00000265340.12/5307, exon 2 of 3)",13,55828507,Pitx1
568,cg01036016,0.043625568,5,36995702,NIPBL,NIPBL,25836,conserved gene and region in mouse and human,NIPBL_Exon,"Exon (ENST00000282516.13/25836, exon 11 of 47)",15,8343576,Nipbl
569,cg03225070,-0.035954055,5,177456945,DBN1,DBN1,1627,"mapped in human, not mapped in mouse",DBN1_threeUTR,3' UTR,13,55473733,Dbn1
570,cg03225697,-0.033915032,5,139847724,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017728,Nrg2
571,cg03856216,-0.018486658,5,136059173,TGFBI,TGFBI,7045,"mapped in human, not mapped in mouse",TGFBI_fiveUTR,5' UTR,13,56635649,Tgfbi
572,cg04363039,0.042482335,5,78017237,AP3B1,AP3B1,8546,conserved gene and region in mouse and human,AP3B1_Intron,"Intron (ENST00000255194.10/8546, intron 25 of 26)",13,94546057,Ap3b1
573,cg04998737,0.77652788,5,77645403,OTP,OTP,23440,conserved gene and region in mouse and human,OTP_Promoter,Promoter (5-6kb),13,94869063,Otp
574,cg02532525,0.645200864,17,2050353,MIR212,MIR212,406994,mapped to different gene in human and mouse,MIR212_Exon,Promoter (<=1kb),11,75173399,Hic1
575,cg02909927,-0.090581062,17,17784078,RAI1,RAI1,10743,conserved gene and region in mouse and human,RAI1_Intron,"Intron (ENST00000353383.6/10743, intron 2 of 5)",11,60177445,Rai1
576,cg05474883,1.463495247,4,82354926,HNRNPD,HNRNPD,3184,conserved gene and region in mouse and human,HNRNPD_threeUTR,3' UTR,5,99962129,Hnrnpd
577,cg05584618,0.077621693,4,95505316,UNC5C,UNC5C,8633,conserved gene and region in mouse and human,UNC5C_Intron,"Intron (ENST00000453304.6/8633, intron 1 of 15)",3,141510017,Unc5c
578,cg06679388,-0.096788269,4,140094103,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Intron,"Intron (ENST00000509479.6/55534, intron 1 of 4)",3,52046281,Maml3
579,cg06679868,-0.485470728,4,157363026,GRIA2,GRIA2,2891,"mapped in human, not mapped in mouse",GRIA2_Exon,"Exon (ENST00000507898.5/2891, exon 15 of 16)",3,80689123,Gria2
580,cg16391501,0.092342034,10,100654689,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44670430,Pax2
581,cg17357006,0.252350511,10,112538434,VTI1A,VTI1A,143187,conserved gene but different region in human and mouse,VTI1A_Exon,"Exon (ENST00000496445.5/143187, exon 5 of 5)",19,55391972,Vti1a
582,cg18974733,-0.002108245,10,68337928,HNRNPH3,HNRNPH3,3189,conserved gene and region in mouse and human,HNRNPH3_Exon,"Exon (ENST00000469172.5/3189, exon 2 of 8)",10,63018827,Hnrnph3
583,cg19090691,-0.229115434,10,99537359,NKX2-3,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760,Nkx2-3
584,cg19275555,0.032906195,10,75613828,LRMDA,LRMDA,83938,conserved gene and region in mouse and human,LRMDA_Intron,"Intron (ENST00000611255.5/83938, intron 2 of 6)",14,22168233,Lrmda
585,cg19425332,-0.08828666,10,117139358,VAX1,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294,Vax1
586,cg25651791,-0.044638282,9,124769837,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925333,Nr6a1
587,cg25905455,-0.199590221,9,129437326,LINC00963,LINC00963,100506190,mapped to different gene in human and mouse,LINC00963_Intron,"Intron (ENST00000436510.1/ENST00000436510.1, intron 1 of 1)",2,30677229,Cstad
588,cg26616379,-1.074544955,9,95506573,PTCH1,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_fiveUTR,5' UTR,13,63563789,Ptch1
589,cg26920416,0.150984652,9,138102700,CACNA1B,CACNA1B,774,conserved gene and region in mouse and human,CACNA1B_Intron,"Intron (ENST00000371372.6/774, intron 37 of 46)",2,24625344,Cacna1b
590,cg11252613,0.005653898,4,11869369,LINC02360,HS3ST1,105374484,"mapped in human, not mapped in mouse",LINC02360_Intergenic_upstream,Distal Intergenic,5,40128859,Gm2810
591,cg22234802,-0.344161736,5,146230899,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000506502.2/54439, exon 6 of 20)",18,42300492,Rbm27
592,cg23089474,0.57092582,5,142357056,SPRY4-AS1,SPRY4,101926941,mapped to different gene in human and mouse,SPRY4-AS1_Intron,"Intron (ENST00000510311.5/101926941, intron 3 of 3)",18,38631673,Spry4
593,cg22866580,-0.002187559,12,53990504,HOXC5,MIR196A2,3222,conserved gene and region in mouse and human,HOXC5_Intron,"Intron (ENST00000513209.1/3222, intron 1 of 1)",15,102972143,Hoxc5
594,cg23053149,-0.288810608,12,106874532,RIC8B,RIC8B,55188,conserved gene but different region in human and mouse,RIC8B_threeUTR,3' UTR,10,85004830,Ric8b
595,cg24924928,0.08172459,17,29286101,NUFIP2,NUFIP2,57532,conserved gene and region in mouse and human,NUFIP2_Exon,"Exon (ENST00000225388.9/57532, exon 2 of 4)",11,77693144,Nufip2
596,cg24975211,-0.127923574,17,40093013,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768150,Nr1d1
597,cg26072749,-0.141077514,17,48579912,HOXB3,MIR10A,3213,mapped to different gene in human and mouse,HOXB3_Exon,"Exon (ENST00000548801.1/406902, exon 1 of 1)",11,96317199,Hoxb4
598,cg26598122,-0.097926748,17,40129591,MSL1,MSL1,339287,mapped to different gene in human and mouse,MSL1_Exon,"Exon (ENST00000398532.9/339287, exon 3 of 9)",11,98800346,Msl1
599,cg27294582,-0.022834228,17,48615092,HOXB7,HOXB8,3217,"mapped in human, not mapped in mouse",HOXB7_fiveUTR,5' UTR,11,96282557,Hoxb8
